source_url,title,authors,journal_info,abstract_url
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=1,Deep-learningseismology.,"Mousavi SM, Beroza GC.",Science. 2022 Aug 12;377(6607):eabm4470. doi: 10.1126/science.abm4470. Epub 2022 Aug 12.,https://pubmed.ncbi.nlm.nih.gov/35951699/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=35,Theory ofdeepconvolutional neural networks: Downsampling.,Zhou DX.,Neural Netw. 2020 Apr;124:319-327. doi: 10.1016/j.neunet.2020.01.018. Epub 2020 Jan 25.,https://pubmed.ncbi.nlm.nih.gov/32036229/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=35,Estimation of Tool Wear and Surface Roughness Development UsingDeepLearningand Sensors Fusion.,"Huang PM, Lee CH.",Sensors (Basel). 2021 Aug 7;21(16):5338. doi: 10.3390/s21165338.,https://pubmed.ncbi.nlm.nih.gov/34450780/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=35,Deepneural network concepts for background subtraction:A systematic review and comparative evaluation.,"Bouwmans T, Javed S, Sultana M, Jung SK.",Neural Netw. 2019 Sep;117:8-66. doi: 10.1016/j.neunet.2019.04.024. Epub 2019 May 15.,https://pubmed.ncbi.nlm.nih.gov/31129491/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=35,On the minimax optimality and superiority ofdeepneural networklearningover sparse parameter spaces.,"Hayakawa S, Suzuki T.",Neural Netw. 2020 Mar;123:343-361. doi: 10.1016/j.neunet.2019.12.014. Epub 2019 Dec 23.,https://pubmed.ncbi.nlm.nih.gov/31901565/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=35,Minimizing Global Buffer Access in aDeepLearningAccelerator Using a Local Register File with a Rearranged Computational Sequence.,"Lee M, Zhang Z, Choi S, Choi J.",Sensors (Basel). 2022 Apr 18;22(8):3095. doi: 10.3390/s22083095.,https://pubmed.ncbi.nlm.nih.gov/35459079/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=35,Data Set Augmentation AllowsDeepLearning-Based Virtual Screening to Better Generalize to Unseen Target Classes and Highlight Important Binding Interactions.,"Scantlebury J, Brown N, Von Delft F, Deane CM.",J Chem Inf Model. 2020 Aug 24;60(8):3722-3730. doi: 10.1021/acs.jcim.0c00263. Epub 2020 Aug 4.,https://pubmed.ncbi.nlm.nih.gov/32701288/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=35,Trapezoidal pile-up nuclear pulse parameter identification method based ondeeplearningtransformer model.,"Wang Q, Huang H, Ma X, Shen Z, Zhong C, Ding W, Zhou W, Zhou J.",Appl Radiat Isot. 2022 Dec;190:110515. doi: 10.1016/j.apradiso.2022.110515. Epub 2022 Oct 17.,https://pubmed.ncbi.nlm.nih.gov/36279706/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=35,Learningin the machine: Recirculation is random backpropagation.,"Baldi P, Sadowski P.",Neural Netw. 2018 Dec;108:479-494. doi: 10.1016/j.neunet.2018.09.006. Epub 2018 Sep 27.,https://pubmed.ncbi.nlm.nih.gov/30317133/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=35,Digital Stereotypes in HMI-The Influence of Feature Quantity Distribution inDeepLearningModels Training.,"Antonowicz P, Podpora M, Rut J.",Sensors (Basel). 2022 Sep 6;22(18):6739. doi: 10.3390/s22186739.,https://pubmed.ncbi.nlm.nih.gov/36146087/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=35,"Graph-BasedDeepLearningModels for Thermodynamic Property Prediction: The Interplay between Target Definition, Data Distribution, Featurization, and Model Architecture.","Deng B, Stuyver T.",J Chem Inf Model. 2025 Jan 27;65(2):649-659. doi: 10.1021/acs.jcim.4c02014. Epub 2025 Jan 9.,https://pubmed.ncbi.nlm.nih.gov/39780656/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=36,[Research on brain image segmentation based ondeeplearning].,"Wang Y, Zhao Z.",Sheng Wu Yi Xue Gong Cheng Xue Za Zhi. 2020 Aug 25;37(4):721-729. doi: 10.7507/1001-5515.201912050.,https://pubmed.ncbi.nlm.nih.gov/32840091/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=36,pymia: A Python package for data handling and evaluation indeeplearning-based medical image analysis.,"Jungo A, Scheidegger O, Reyes M, Balsiger F.",Comput Methods Programs Biomed. 2021 Jan;198:105796. doi: 10.1016/j.cmpb.2020.105796. Epub 2020 Oct 19.,https://pubmed.ncbi.nlm.nih.gov/33137700/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=36,Predicting tumor cell line response to drug pairs withdeeplearning.,"Xia F, Shukla M, Brettin T, Garcia-Cardona C, Cohn J, Allen JE, Maslov S, Holbeck SL, Doroshow JH, Evrard YA, Stahlberg EA, Stevens RL.",BMC Bioinformatics. 2018 Dec 21;19(Suppl 18):486. doi: 10.1186/s12859-018-2509-3.,https://pubmed.ncbi.nlm.nih.gov/30577754/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=36,"Segmentation, Detection, and Tracking of Stem Cell Image by Digital Twins and LightweightDeepLearning.","Du X, Liu M, Sun Y.",Comput Intell Neurosci. 2022 Apr 5;2022:6003293. doi: 10.1155/2022/6003293. eCollection 2022.,https://pubmed.ncbi.nlm.nih.gov/35422850/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=36,An Interpretable and ExpandableDeepLearningDiagnostic System for Multiple Ocular Diseases: Qualitative Study.,"Zhang K, Liu X, Liu F, He L, Zhang L, Yang Y, Li W, Wang S, Liu L, Liu Z, Wu X, Lin H.",J Med Internet Res. 2018 Nov 14;20(11):e11144. doi: 10.2196/11144.,https://pubmed.ncbi.nlm.nih.gov/30429111/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=36,Detection of Atrial Fibrillation Using a Ring-Type Wearable Device (CardioTracker) andDeepLearningAnalysis of Photoplethysmography Signals: Prospective Observational Proof-of-Concept Study.,"Kwon S, Hong J, Choi EK, Lee B, Baik C, Lee E, Jeong ER, Koo BK, Oh S, Yi Y.",J Med Internet Res. 2020 May 21;22(5):e16443. doi: 10.2196/16443.,https://pubmed.ncbi.nlm.nih.gov/32348254/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=36,[1.DeepLearningSuper-resolution in Medical Imaging: What Is It and How to Use It].,Umehara K.,Nihon Hoshasen Gijutsu Gakkai Zasshi. 2020;76(5):524-533. doi: 10.6009/jjrt.2020_JSRT_76.5.524.,https://pubmed.ncbi.nlm.nih.gov/32435038/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=36,Power play.,Schittko R.,Nature. 2019 Nov;575(7781):54-55. doi: 10.1038/d41586-019-03359-w.,https://pubmed.ncbi.nlm.nih.gov/31680126/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=36,De-Identification of Facial Features in Magnetic Resonance Images: Software Development UsingDeepLearningTechnology.,"Jeong YU, Yoo S, Kim YH, Shim WH.",J Med Internet Res. 2020 Dec 10;22(12):e22739. doi: 10.2196/22739.,https://pubmed.ncbi.nlm.nih.gov/33208302/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=36,A fast multi-source information fusion strategy based ondeeplearningfor species identification of boletes.,"Chen X, Li J, Liu H, Wang Y.",Spectrochim Acta A Mol Biomol Spectrosc. 2022 Jun 5;274:121137. doi: 10.1016/j.saa.2022.121137. Epub 2022 Mar 10.,https://pubmed.ncbi.nlm.nih.gov/35290943/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=37,Effective automated pipeline for 3D reconstruction of synapses based ondeeplearning.,"Xiao C, Li W, Deng H, Chen X, Yang Y, Xie Q, Han H.",BMC Bioinformatics. 2018 Jul 13;19(1):263. doi: 10.1186/s12859-018-2232-0.,https://pubmed.ncbi.nlm.nih.gov/30005590/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=37,Application progress ofdeepgenerative models in de novo drug design.,"Liu Y, Xu C, Yang X, Zhang Y, Chen Y, Liu H.",Mol Divers. 2024 Aug;28(4):2411-2427. doi: 10.1007/s11030-024-10942-5. Epub 2024 Aug 4.,https://pubmed.ncbi.nlm.nih.gov/39097862/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=37,Enhancing the Tracking of Seedling Growth Using RGB-Depth Fusion andDeepLearning.,"Garbouge H, Rasti P, Rousseau D.",Sensors (Basel). 2021 Dec 17;21(24):8425. doi: 10.3390/s21248425.,https://pubmed.ncbi.nlm.nih.gov/34960519/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=37,Estimating four-decadal variations of seagrass distribution using satellite data anddeeplearningmethods in a marine lagoon.,"Wang L, Liang H, Wang S, Sun D, Li J, Zhang H, Yuan Y.",Sci Total Environ. 2024 Apr 1;919:170936. doi: 10.1016/j.scitotenv.2024.170936. Epub 2024 Feb 14.,https://pubmed.ncbi.nlm.nih.gov/38360328/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=37,A Spectral-Spatial-Dependent GlobalLearningFramework for Insufficient and Imbalanced Hyperspectral Image Classification.,"Zhu Q, Deng W, Zheng Z, Zhong Y, Guan Q, Lin W, Zhang L, Li D.",IEEE Trans Cybern. 2022 Nov;52(11):11709-11723. doi: 10.1109/TCYB.2021.3070577. Epub 2022 Oct 17.,https://pubmed.ncbi.nlm.nih.gov/34033562/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=37,Universal approximation with quadraticdeepnetworks.,"Fan F, Xiong J, Wang G.",Neural Netw. 2020 Apr;124:383-392. doi: 10.1016/j.neunet.2020.01.007. Epub 2020 Jan 18.,https://pubmed.ncbi.nlm.nih.gov/32062373/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=37,Dataset Construction to Explore Chemical Space with 3D Geometry andDeepLearning.,"Lu J, Xia S, Lu J, Zhang Y.",J Chem Inf Model. 2021 Mar 22;61(3):1095-1104. doi: 10.1021/acs.jcim.1c00007. Epub 2021 Mar 8.,https://pubmed.ncbi.nlm.nih.gov/33683885/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=37,Trend Identification and Prediction of Worker Stress Rate UsingDeepLearningAlgorithm in Indonesia.,Suarjana IWG.,Workplace Health Saf. 2024 Aug;72(8):312-313. doi: 10.1177/21650799241263623. Epub 2024 Jun 22.,https://pubmed.ncbi.nlm.nih.gov/38907692/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=37,[[CT] 5. Various CT Image Reconstruction Methods ApplyingDeepLearning].,Higaki T.,Nihon Hoshasen Gijutsu Gakkai Zasshi. 2024;80(1):112-117. doi: 10.6009/jjrt.2024-2309.,https://pubmed.ncbi.nlm.nih.gov/38246633/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=37,VISOR-NET: Visibility Estimation Based onDeepOrdinal RelativeLearningunder Discrete-Level Labels.,"Xun L, Zhang H, Yan Q, Wu Q, Zhang J.",Sensors (Basel). 2022 Aug 19;22(16):6227. doi: 10.3390/s22166227.,https://pubmed.ncbi.nlm.nih.gov/36015988/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=38,Application Research on Face Image Evaluation Algorithm ofDeepLearningMobile Terminal for Student Check-In Management.,Tan Y.,Comput Intell Neurosci. 2022 Aug 16;2022:3961910. doi: 10.1155/2022/3961910. eCollection 2022.,https://pubmed.ncbi.nlm.nih.gov/36017464/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=38,Surface sediment classification using adeeplearningmodel and unmanned aerial vehicle data of tidal flats.,"Kim KL, Woo HJ, Jou HT, Jung HC, Lee SK, Ryu JH.",Mar Pollut Bull. 2024 Jan;198:115823. doi: 10.1016/j.marpolbul.2023.115823. Epub 2023 Nov 30.,https://pubmed.ncbi.nlm.nih.gov/38039578/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=38,Drug-target interaction prediction using semi-bipartite graph model anddeeplearning.,"Eslami Manoochehri H, Nourani M.",BMC Bioinformatics. 2020 Jul 6;21(Suppl 4):248. doi: 10.1186/s12859-020-3518-6.,https://pubmed.ncbi.nlm.nih.gov/32631230/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=38,Large language models deconstruct the clinical intuition behind diagnosing autism.,"Stanley J, Rabot E, Reddy S, Belilovsky E, Mottron L, Bzdok D.",Cell. 2025 Apr 17;188(8):2235-2248.e10. doi: 10.1016/j.cell.2025.02.025. Epub 2025 Mar 26.,https://pubmed.ncbi.nlm.nih.gov/40147442/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=38,An application ofdeeplearningto detect process upset during pharmaceutical manufacturing using passive acoustic emissions.,"Carter A, Briens L.",Int J Pharm. 2018 Dec 1;552(1-2):235-240. doi: 10.1016/j.ijpharm.2018.08.052. Epub 2018 Sep 22.,https://pubmed.ncbi.nlm.nih.gov/30253210/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=38,Mutual Trust Influence on the Correlation between the Quality of Corporate Internal Control and the Accounting Information Quality UsingDeepLearningAssessment.,Zhao Y.,Comput Intell Neurosci. 2022 Aug 29;2022:8257880. doi: 10.1155/2022/8257880. eCollection 2022.,https://pubmed.ncbi.nlm.nih.gov/36072712/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=38,Study on the Application of Visual Communication Design in APP Interface Design in the Context ofDeepLearning.,"Luo H, Zeng Q.",Comput Intell Neurosci. 2022 Jun 20;2022:9262676. doi: 10.1155/2022/9262676. eCollection 2022.,https://pubmed.ncbi.nlm.nih.gov/35769267/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=38,Predictive Analytics for Care and Management of Patients With Acute Diseases:DeepLearning-Based Method to Predict Crucial Complication Phenotypes.,"Sheng JQ, Hu PJ, Liu X, Huang TS, Chen YH.",J Med Internet Res. 2021 Feb 12;23(2):e18372. doi: 10.2196/18372.,https://pubmed.ncbi.nlm.nih.gov/33576744/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=38,Identification of Specific Substances in the FAIMS Spectra of Complex Mixtures UsingDeepLearning.,"Li H, Pan J, Zeng H, Chen Z, Du X, Xiao W.",Sensors (Basel). 2021 Sep 14;21(18):6160. doi: 10.3390/s21186160.,https://pubmed.ncbi.nlm.nih.gov/34577367/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=38,Diversity-driven knowledge distillation for financial trading usingDeepReinforcementLearning.,"Tsantekidis A, Passalis N, Tefas A.",Neural Netw. 2021 Aug;140:193-202. doi: 10.1016/j.neunet.2021.02.026. Epub 2021 Mar 17.,https://pubmed.ncbi.nlm.nih.gov/33774425/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=39,Application of Unsupervised Transfer Technique Based onDeepLearningModel in Physical Training.,"Zhao Q, Wang H.",Comput Intell Neurosci. 2022 Apr 14;2022:8679221. doi: 10.1155/2022/8679221. eCollection 2022.,https://pubmed.ncbi.nlm.nih.gov/35463226/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=39,Time Signature Detection: A Survey.,"Abimbola J, Kostrzewa D, Kasprowski P.",Sensors (Basel). 2021 Sep 29;21(19):6494. doi: 10.3390/s21196494.,https://pubmed.ncbi.nlm.nih.gov/34640814/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=39,Thedeeproute to low-field MRI with high potential.,"Johnson PM, Lui YW.",Nature. 2023 Nov;623(7988):700-701. doi: 10.1038/d41586-023-03531-3.,https://pubmed.ncbi.nlm.nih.gov/37964114/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=39,A Novel Molecular RepresentationLearningfor Molecular Property Prediction with a Multiple SMILES-Based Augmentation.,"Li C, Feng J, Liu S, Yao J.",Comput Intell Neurosci. 2022 Jan 28;2022:8464452. doi: 10.1155/2022/8464452. eCollection 2022.,https://pubmed.ncbi.nlm.nih.gov/35178082/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=39,Imaging error compensation method for through-focus scanning optical microscopy images based ondeeplearning.,"Qu Y, Ren J, Peng R, Wang Q.",J Microsc. 2021 Aug;283(2):93-101. doi: 10.1111/jmi.13011. Epub 2021 Apr 14.,https://pubmed.ncbi.nlm.nih.gov/33797077/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=39,Long-Term Ship Position Prediction Using Automatic Identification System (AIS) Data and End-to-EndDeepLearning.,"Ibadurrahman, Hamada K, Wada Y, Nanao J, Watanabe D, Majima T.",Sensors (Basel). 2021 Oct 28;21(21):7169. doi: 10.3390/s21217169.,https://pubmed.ncbi.nlm.nih.gov/34770475/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=39,Quantifying the generalization error indeeplearningin terms of data distribution and neural network smoothness.,"Jin P, Lu L, Tang Y, Karniadakis GE.",Neural Netw. 2020 Oct;130:85-99. doi: 10.1016/j.neunet.2020.06.024. Epub 2020 Jul 3.,https://pubmed.ncbi.nlm.nih.gov/32650153/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=39,Estimation theory and Neural Networks revisited: REKF and RSVSF as optimization techniques forDeep-Learning.,"Ismail M, Attari M, Habibi S, Ziada S.",Neural Netw. 2018 Dec;108:509-526. doi: 10.1016/j.neunet.2018.09.012. Epub 2018 Oct 3.,https://pubmed.ncbi.nlm.nih.gov/30336326/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=39,Barrett esophagus: What to expect from Artificial Intelligence?,"Ebigbo A, Palm C, Messmann H.",Best Pract Res Clin Gastroenterol. 2021 Jun-Aug;52-53:101726. doi: 10.1016/j.bpg.2021.101726. Epub 2021 Feb 8.,https://pubmed.ncbi.nlm.nih.gov/34172253/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=39,Predicting the eigenstructures of metamaterials with QR-code meta-atoms bydeeplearning.,"Han C, Zhang B, Wang H, Xu J, Ding J.",Opt Lett. 2022 Apr 1;47(7):1863-1866. doi: 10.1364/OL.454036.,https://pubmed.ncbi.nlm.nih.gov/35363755/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=40,Data augmentation for medical imaging: A systematic literature review.,"Garcea F, Serra A, Lamberti F, Morra L.",Comput Biol Med. 2023 Jan;152:106391. doi: 10.1016/j.compbiomed.2022.106391. Epub 2022 Dec 9.,https://pubmed.ncbi.nlm.nih.gov/36549032/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=40,Stereo Visual Odometry Pose Correction through UnsupervisedDeepLearning.,"Zhang S, Lu S, He R, Bao Z.",Sensors (Basel). 2021 Jul 11;21(14):4735. doi: 10.3390/s21144735.,https://pubmed.ncbi.nlm.nih.gov/34300475/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=40,A Network Intrusion Detection System Using Hybrid MultilayerDeepLearningModel.,"Umair MB, Iqbal Z, Faraz MA, Khan MA, Zhang YD, Razmjooy N, Kadry S.",Big Data. 2024 Oct;12(5):367-376. doi: 10.1089/big.2021.0268. Epub 2022 Jun 14.,https://pubmed.ncbi.nlm.nih.gov/35704031/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=40,Differential convolutional neural network.,"Sarıgül M, Ozyildirim BM, Avci M.",Neural Netw. 2019 Aug;116:279-287. doi: 10.1016/j.neunet.2019.04.025. Epub 2019 May 10.,https://pubmed.ncbi.nlm.nih.gov/31125914/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=40,On construction of data preprocessing for real-life SoyLeaf dataset & disease identification usingDeepLearningModels.,"Gudge S, Tiwari A, Ratnaparkhe M, Jha P.",Comput Biol Chem. 2025 Aug;117:108417. doi: 10.1016/j.compbiolchem.2025.108417. Epub 2025 Mar 8.,https://pubmed.ncbi.nlm.nih.gov/40086344/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=40,Enhancing parkinson disease detection through feature baseddeeplearningwith autoencoders and neural networks.,"Valarmathi P, Suganya Y, Saranya KR, Shanmuga Priya S.",Sci Rep. 2025 Mar 13;15(1):8624. doi: 10.1038/s41598-025-88293-w.,https://pubmed.ncbi.nlm.nih.gov/40075106/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=40,In-depth exploration of software defects and self-admitted technical debt through cutting-edgedeeplearningtechniques.,"Ullah S, Uddin MI, Adnan M, Alarood AA, Alsulami A, Habibullah S.",PLoS One. 2025 Jun 11;20(6):e0324847. doi: 10.1371/journal.pone.0324847. eCollection 2025.,https://pubmed.ncbi.nlm.nih.gov/40498858/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=40,Basic Artificial Intelligence Techniques: Evaluation of Artificial Intelligence Performance.,"Kalpathy-Cramer J, Patel JB, Bridge C, Chang K.",Radiol Clin North Am. 2021 Nov;59(6):941-954. doi: 10.1016/j.rcl.2021.06.005.,https://pubmed.ncbi.nlm.nih.gov/34689879/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=40,Real-Time Detection of Ureteral Orifice in Urinary Endoscopy Videos Based onDeepLearning.,"Peng X, Liu D, Li Y, Xue W, Qian D.",Annu Int Conf IEEE Eng Med Biol Soc. 2019 Jul;2019:1637-1640. doi: 10.1109/EMBC.2019.8856484.,https://pubmed.ncbi.nlm.nih.gov/31946210/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=40,Order Management and Completion Date Prediction of Manufacturing Job-Shop Based onDeepLearning.,Wang M.,Comput Intell Neurosci. 2022 Mar 16;2022:3458116. doi: 10.1155/2022/3458116. eCollection 2022.,https://pubmed.ncbi.nlm.nih.gov/35341165/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=41,"A computational model of familiarity detection for natural pictures, abstract images, and random patterns: Combination ofdeeplearningand anti-Hebbian training.","Kazanovich Y, Borisyuk R.",Neural Netw. 2021 Nov;143:628-637. doi: 10.1016/j.neunet.2021.07.022. Epub 2021 Jul 22.,https://pubmed.ncbi.nlm.nih.gov/34343776/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=41,An individualization approach for head-related transfer function in arbitrary directions based ondeeplearning.,"Yao D, Zhao J, Cheng L, Li J, Li X, Guo X, Yan Y.",JASA Express Lett. 2022 Jun;2(6):064401. doi: 10.1121/10.0011575.,https://pubmed.ncbi.nlm.nih.gov/36154162/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=41,AI explainability framework for environmental management research.,Arashpour M.,J Environ Manage. 2023 Sep 15;342:118149. doi: 10.1016/j.jenvman.2023.118149. Epub 2023 May 13.,https://pubmed.ncbi.nlm.nih.gov/37187074/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=41,A note on factor normalization fordeepneural network models.,"Qi H, Zhou J, Wang H.",Sci Rep. 2022 Apr 8;12(1):5909. doi: 10.1038/s41598-022-09910-6.,https://pubmed.ncbi.nlm.nih.gov/35396523/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=41,Evolving artificial neural networks with feedback.,"Herzog S, Tetzlaff C, Wörgötter F.",Neural Netw. 2020 Mar;123:153-162. doi: 10.1016/j.neunet.2019.12.004. Epub 2019 Dec 14.,https://pubmed.ncbi.nlm.nih.gov/31874331/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=41,Riemannian Curvature ofDeepNeural Networks.,"Kaul P, Lall B.",IEEE Trans Neural Netw Learn Syst. 2020 Apr;31(4):1410-1416. doi: 10.1109/TNNLS.2019.2919705. Epub 2019 Jun 26.,https://pubmed.ncbi.nlm.nih.gov/31251199/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=41,Injury degree appraisal of large language model based on retrieval-augmented generation anddeeplearning.,"Zhang F, Luo Y, Gao Z, Han A.",Int J Law Psychiatry. 2025 May-Jun;100:102070. doi: 10.1016/j.ijlp.2025.102070. Epub 2025 Feb 18.,https://pubmed.ncbi.nlm.nih.gov/39970564/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=41,A Novel Interference Avoidance Based on a DistributedDeepLearningModel for 5G-Enabled IoT.,"Osman RA, Saleh SN, Saleh YNM.",Sensors (Basel). 2021 Sep 30;21(19):6555. doi: 10.3390/s21196555.,https://pubmed.ncbi.nlm.nih.gov/34640869/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=41,Continual Nuclei Segmentation via Prototype-Wise Relation Distillation and ContrastiveLearning.,"Wu H, Wang Z, Zhao Z, Chen C, Qin J.",IEEE Trans Med Imaging. 2023 Dec;42(12):3794-3804. doi: 10.1109/TMI.2023.3307892. Epub 2023 Nov 30.,https://pubmed.ncbi.nlm.nih.gov/37610902/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=41,The capacity of feedforward neural networks.,"Baldi P, Vershynin R.",Neural Netw. 2019 Aug;116:288-311. doi: 10.1016/j.neunet.2019.04.009. Epub 2019 Apr 22.,https://pubmed.ncbi.nlm.nih.gov/31125915/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=42,Relationship between the kernel size of a convolutional layer and the optical point spread function in ghost imaging usingdeeplearningfor identifying defect locations.,"Kataoka S, Mizutani Y, Uenohara T, Takaya Y, Matoba O.",Appl Opt. 2022 Aug 10;61(23):6714-6721. doi: 10.1364/AO.460145.,https://pubmed.ncbi.nlm.nih.gov/36255749/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=42,Towards an automated approach for smart sterility test examination.,"Dierks C, Söldner R, Prühl K, Wagner N, Delmdahl N, Dominik A, Olszowy MW, Austerjost J.",SLAS Technol. 2022 Dec;27(6):339-343. doi: 10.1016/j.slast.2022.09.005. Epub 2022 Sep 30.,https://pubmed.ncbi.nlm.nih.gov/36183997/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=42,AlphaFold developers win US$3-million Breakthrough Prize.,Merali Z.,Nature. 2022 Sep;609(7929):889. doi: 10.1038/d41586-022-02999-9.,https://pubmed.ncbi.nlm.nih.gov/36138210/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=42,Structurelearningwith similarity preserving.,"Kang Z, Lu X, Lu Y, Peng C, Chen W, Xu Z.",Neural Netw. 2020 Sep;129:138-148. doi: 10.1016/j.neunet.2020.05.030. Epub 2020 Jun 4.,https://pubmed.ncbi.nlm.nih.gov/32516696/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=42,Robustifying models against adversarial attacks by Langevin dynamics.,"Srinivasan V, Rohrer C, Marban A, Müller KR, Samek W, Nakajima S.",Neural Netw. 2021 May;137:1-17. doi: 10.1016/j.neunet.2020.12.024. Epub 2021 Jan 9.,https://pubmed.ncbi.nlm.nih.gov/33515855/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=42,Sign backpropagation: An on-chiplearningalgorithm for analog RRAM neuromorphic computing systems.,"Zhang Q, Wu H, Yao P, Zhang W, Gao B, Deng N, Qian H.",Neural Netw. 2018 Dec;108:217-223. doi: 10.1016/j.neunet.2018.08.012. Epub 2018 Sep 1.,https://pubmed.ncbi.nlm.nih.gov/30216871/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=42,DeepConfidence: A Computationally Efficient Framework for Calculating Reliable Prediction Errors forDeepNeural Networks.,"Cortés-Ciriano I, Bender A.",J Chem Inf Model. 2019 Mar 25;59(3):1269-1281. doi: 10.1021/acs.jcim.8b00542. Epub 2018 Oct 30.,https://pubmed.ncbi.nlm.nih.gov/30336009/
